Annee;Subdivision;Sexe;Age quinquennal 80;Population
2017;Iles Sous-Le-Vent;Femme;40-44 ans;1 199
2017;Iles Sous-Le-Vent;Femme;45-49 ans;1 189
2017;Iles Sous-Le-Vent;Femme;50-54 ans;1 092
2017;Iles Sous-Le-Vent;Femme;55-59 ans;888
2017;Iles Sous-Le-Vent;Femme;60-64 ans;701
2017;Iles Sous-Le-Vent;Femme;65-69 ans;509
2017;Iles Sous-Le-Vent;Femme;70-74 ans;421
2017;Iles Sous-Le-Vent;Femme;75-79 ans;306
2017;Iles Sous-Le-Vent;Femme;80 ans et plus;293
2017;Marquises;Homme;Moins de 5 ans;355
2017;Marquises;Homme;5-9 ans;416
2017;Marquises;Homme;10-14 ans;447
2017;Marquises;Homme;15-19 ans;344
2017;Marquises;Homme;20-24 ans;339
2017;Marquises;Homme;25-29 ans;392
2017;Marquises;Homme;30-34 ans;357
2017;Marquises;Homme;35-39 ans;341
2017;Marquises;Homme;40-44 ans;353
2017;Marquises;Homme;45-49 ans;333
2017;Marquises;Homme;50-54 ans;364
2017;Marquises;Homme;55-59 ans;277
2017;Marquises;Homme;60-64 ans;241
2017;Marquises;Homme;65-69 ans;150
2017;Marquises;Homme;70-74 ans;90
2017;Marquises;Homme;75-79 ans;66
2017;Marquises;Homme;80 ans et plus;52
2017;Marquises;Femme;Moins de 5 ans;327
2017;Marquises;Femme;5-9 ans;434
2017;Marquises;Femme;10-14 ans;389
2017;Marquises;Femme;15-19 ans;359
2017;Marquises;Femme;20-24 ans;271
2017;Marquises;Femme;25-29 ans;359
2017;Marquises;Femme;30-34 ans;356
2017;Marquises;Femme;35-39 ans;295
2017;Marquises;Femme;40-44 ans;282
2017;Marquises;Femme;45-49 ans;305
2017;Marquises;Femme;50-54 ans;280
2017;Marquises;Femme;55-59 ans;243
2017;Marquises;Femme;60-64 ans;181
2017;Marquises;Femme;65-69 ans;124
2017;Marquises;Femme;70-74 ans;88
2017;Marquises;Femme;75-79 ans;69
2017;Marquises;Femme;80 ans et plus;67
2017;Australes;Homme;Moins de 5 ans;284
2017;Australes;Homme;5-9 ans;305
2017;Australes;Homme;10-14 ans;313
2017;Australes;Homme;15-19 ans;297
2017;Australes;Homme;20-24 ans;220
2017;Australes;Homme;25-29 ans;281
2017;Australes;Homme;30-34 ans;247
2017;Australes;Homme;35-39 ans;220
2017;Australes;Homme;40-44 ans;231
2017;Australes;Homme;45-49 ans;226
2017;Australes;Homme;50-54 ans;234
2017;Australes;Homme;55-59 ans;213
2017;Australes;Homme;60-64 ans;188
2017;Australes;Homme;65-69 ans;120
2017;Australes;Homme;70-74 ans;82
2017;Australes;Homme;75-79 ans;72
2017;Australes;Homme;80 ans et plus;57
2017;Australes;Femme;Moins de 5 ans;262
2017;Australes;Femme;5-9 ans;311
2017;Australes;Femme;10-14 ans;277
2017;Australes;Femme;15-19 ans;239
2017;Australes;Femme;20-24 ans;215
2017;Australes;Femme;25-29 ans;254
2017;Australes;Femme;30-34 ans;269
2017;Australes;Femme;35-39 ans;217
2017;Australes;Femme;40-44 ans;212
2017;Australes;Femme;45-49 ans;239
2017;Australes;Femme;50-54 ans;206
2017;Australes;Femme;55-59 ans;192
2017;Australes;Femme;60-64 ans;168
2017;Australes;Femme;65-69 ans;106
2017;Australes;Femme;70-74 ans;80
2017;Australes;Femme;75-79 ans;59
2017;Australes;Femme;80 ans et plus;69
2017;Tuamotu-Gambier;Homme;Moins de 5 ans;599
2017;Tuamotu-Gambier;Homme;5-9 ans;694
2017;Tuamotu-Gambier;Homme;10-14 ans;733
2017;Tuamotu-Gambier;Homme;15-19 ans;764
2017;Tuamotu-Gambier;Homme;20-24 ans;706
2017;Tuamotu-Gambier;Homme;25-29 ans;798
2017;Tuamotu-Gambier;Homme;30-34 ans;774
2017;Tuamotu-Gambier;Homme;35-39 ans;644
2017;Tuamotu-Gambier;Homme;40-44 ans;662
2017;Tuamotu-Gambier;Homme;45-49 ans;668
2017;Tuamotu-Gambier;Homme;50-54 ans;539
2017;Tuamotu-Gambier;Homme;55-59 ans;469
2017;Tuamotu-Gambier;Homme;60-64 ans;380
2017;Tuamotu-Gambier;Homme;65-69 ans;209
2017;Tuamotu-Gambier;Homme;70-74 ans;158
2017;Tuamotu-Gambier;Homme;75-79 ans;116
2017;Tuamotu-Gambier;Homme;80 ans et plus;60
2017;Tuamotu-Gambier;Femme;Moins de 5 ans;581
2017;Tuamotu-Gambier;Femme;5-9 ans;657
2017;Tuamotu-Gambier;Femme;10-14 ans;689
2017;Tuamotu-Gambier;Femme;15-19 ans;628
2017;Tuamotu-Gambier;Femme;20-24 ans;627
2017;Tuamotu-Gambier;Femme;25-29 ans;716
2017;Tuamotu-Gambier;Femme;30-34 ans;703
2017;Tuamotu-Gambier;Femme;35-39 ans;604
2017;Tuamotu-Gambier;Femme;40-44 ans;581
2017;Tuamotu-Gambier;Femme;45-49 ans;493
2017;Tuamotu-Gambier;Femme;50-54 ans;460
2017;Tuamotu-Gambier;Femme;55-59 ans;355
2017;Tuamotu-Gambier;Femme;60-64 ans;323
2017;Tuamotu-Gambier;Femme;65-69 ans;186
2017;Tuamotu-Gambier;Femme;70-74 ans;148
2017;Tuamotu-Gambier;Femme;75-79 ans;92
2017;Tuamotu-Gambier;Femme;80 ans et plus;65
